ville,code_commune,departement,region,annee,score_sportif,score_economique
Clermont-Ferrand,63113,Puy-de-Dôme,Auvergne,2 012,"0,416","0,494"
Ajaccio,2A004,Corse-du-Sud,Corse,2 014,"0,415","0,457"
Bordeaux,33063,Gironde,Aquitaine,2 018,"0,415","0,576"
Dijon,21231,Côte-d'Or,Bourgogne,2 017,"0,415","0,522"
Perpignan,66136,Pyrénées-Orientales,Languedoc-Roussillon,2 012,"0,414","0,532"
Agen,47001,Lot-et-Garonne,Aquitaine,2 012,"0,413","0,516"
Ivry,94041,Val-de-Marne,Île-de-France,2 018,"0,413","0,507"
Ivry,94041,Val-de-Marne,Île-de-France,2 013,"0,413","0,495"
Levallois-perret,92044,Hauts-de-Seine,Île-de-France,2 019,"0,411","0,647"
Levallois-perret,92044,Hauts-de-Seine,Île-de-France,2 013,"0,411","0,600"
Chalon-sur-saône,71076,Saône-et-Loire,Bourgogne,2 018,"0,411","0,555"
Antibes,06004,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,2 016,"0,411","0,546"
Chalon-sur-saône,71076,Saône-et-Loire,Bourgogne,2 020,"0,411","0,544"
Portel,62667,Pas-de-Calais,Nord-Pas-de-Calais,2 023,"0,411","0,000"
Troyes,10387,Aube,Champagne-Ardenne,2 023,"0,411","0,004"
Strasbourg,67482,Bas-Rhin,Alsace,2 014,"0,407","0,537"
Bordeaux,33063,Gironde,Aquitaine,2 013,"0,406","0,538"
Bordeaux,33063,Gironde,Aquitaine,2 017,"0,406","0,568"
Chambéry,73065,Savoie,Rhône-Alpes,2 014,"0,405","0,493"
Lens,62498,Pas-de-Calais,Nord-Pas-de-Calais,2 020,"0,403","0,596"
Nice,06088,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,2 014,"0,402","0,525"
Strasbourg,67482,Bas-Rhin,Alsace,2 021,"0,401","0,546"
Aix-en-Provence,13001,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,2 022,"0,401","0,017"
Metz,57463,Moselle,Lorraine,2 018,"0,401","0,534"
Bastia,2B033,Haute-Corse,Corse,2 012,"0,400","0,433"
Anglet,64024,Pyrénées-Atlantiques,Aquitaine,2 021,"0,399","0,553"
Epinal,88160,Vosges,Lorraine,2 018,"0,399","0,545"
Epinal,88160,Vosges,Lorraine,2 012,"0,399","0,523"
Chamonix,74056,Haute-Savoie,Rhône-Alpes,2 016,"0,399","0,413"
Villard-de-Lans,38548,Isère,Rhône-Alpes,2 013,"0,399","0,411"
Morzine,74191,Haute-Savoie,Rhône-Alpes,2 015,"0,399","0,389"
Anglet,64024,Pyrénées-Atlantiques,Aquitaine,2 022,"0,399","0,004"
Anglet,64024,Pyrénées-Atlantiques,Aquitaine,2 023,"0,399","0,004"
Nîmes,30189,Gard,Languedoc-Roussillon,2 018,"0,397","0,541"
Brive-la-Gaillarde,19031,Corrèze,Limousin,2 013,"0,396","0,480"
Nancy,54395,Meurthe-et-Moselle,Lorraine,2 013,"0,396","0,514"
Biarritz,64122,Pyrénées-Atlantiques,Aquitaine,2 014,"0,395","0,553"
Amiens,80021,Somme,Picardie,2 017,"0,394","0,527"
Bordeaux,33063,Gironde,Aquitaine,2 015,"0,394","0,559"
Perpignan,66136,Pyrénées-Orientales,Languedoc-Roussillon,2 014,"0,394","0,557"
Bordeaux,33063,Gironde,Aquitaine,2 020,"0,394","0,576"
Portel,62667,Pas-de-Calais,Nord-Pas-de-Calais,2 021,"0,394","0,569"
Poitiers,86194,Vienne,Poitou-Charentes,2 012,"0,394","0,486"
Roanne,42187,Loire,Rhône-Alpes,2 022,"0,394","0,002"
Castres,81065,Tarn,Midi-Pyrénées,2 015,"0,393","0,536"
Bayonne,64102,Pyrénées-Atlantiques,Aquitaine,2 012,"0,393","0,483"
Brest,29019,Finistère,Bretagne,2 021,"0,393","0,518"
Nice,06088,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,2 012,"0,393","0,508"
Nancy,54395,Meurthe-et-Moselle,Lorraine,2 015,"0,393","0,532"
Tremblay-en-france,93073,Seine-Saint-Denis,Île-de-France,2 018,"0,393","0,535"
Agen,47001,Lot-et-Garonne,Aquitaine,2 018,"0,393","0,535"
Tremblay-en-france,93073,Seine-Saint-Denis,Île-de-France,2 015,"0,393","0,524"
Sélestat,67462,Bas-Rhin,Alsace,2 014,"0,393","0,518"
Ivry,94041,Val-de-Marne,Île-de-France,2 016,"0,393","0,505"
Tremblay-en-france,93073,Seine-Saint-Denis,Île-de-France,2 012,"0,393","0,495"
Cholet,49099,Maine-et-Loire,Pays de la Loire,2 017,"0,392","0,534"
Lens,62498,Pas-de-Calais,Nord-Pas-de-Calais,2 015,"0,388","0,603"
Nancy,54395,Meurthe-et-Moselle,Lorraine,2 014,"0,388","0,522"
Dunkerque,59183,Nord,Nord-Pas-de-Calais,2 018,"0,387","0,585"
Chambéry,73065,Savoie,Rhône-Alpes,2 018,"0,386","0,519"
Clermont-Ferrand,63113,Puy-de-Dôme,Auvergne,2 021,"0,386","0,528"
Angers,49007,Maine-et-Loire,Pays de la Loire,2 016,"0,385","0,563"
Nancy,54395,Meurthe-et-Moselle,Lorraine,2 017,"0,385","0,537"
Dunkerque,59183,Nord,Nord-Pas-de-Calais,2 019,"0,384","0,591"
Lens,62498,Pas-de-Calais,Nord-Pas-de-Calais,2 017,"0,383","0,613"
Nîmes,30189,Gard,Languedoc-Roussillon,2 017,"0,383","0,541"
Brest,29019,Finistère,Bretagne,2 019,"0,382","0,533"
Nantes,44109,Loire-Atlantique,Pays de la Loire,2 021,"0,381","0,590"
Limoges,87085,Haute-Vienne,Limousin,2 023,"0,380","0,008"
Bordeaux,33063,Gironde,Aquitaine,2 016,"0,378","0,566"
Lorient,56121,Morbihan,Bretagne,2 020,"0,378","0,534"
Metz,57463,Moselle,Lorraine,2 014,"0,378","0,526"
Anglet,64024,Pyrénées-Atlantiques,Aquitaine,2 019,"0,377","0,545"
Gap,05061,Hautes-Alpes,Provence-Alpes-Côte d'Azur,2 012,"0,377","0,454"
Chamonix,74056,Haute-Savoie,Rhône-Alpes,2 018,"0,377","0,430"
Briançon,05023,Hautes-Alpes,Provence-Alpes-Côte d'Azur,2 020,"0,377","0,424"
Chamonix,74056,Haute-Savoie,Rhône-Alpes,2 021,"0,377","0,420"
Briançon,05023,Hautes-Alpes,Provence-Alpes-Côte d'Azur,2 016,"0,377","0,416"
Morzine,74191,Haute-Savoie,Rhône-Alpes,2 014,"0,377","0,378"
Levallois-perret,92044,Hauts-de-Seine,Île-de-France,2 016,"0,377","0,625"
Chalon-sur-saône,71076,Saône-et-Loire,Bourgogne,2 019,"0,377","0,560"
Antibes,06004,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,2 017,"0,377","0,546"
Portel,62667,Pas-de-Calais,Nord-Pas-de-Calais,2 022,"0,377","0,000"
Troyes,10387,Aube,Champagne-Ardenne,2 015,"0,376","0,582"
Metz,57463,Moselle,Lorraine,2 023,"0,376","0,009"
Nancy,54395,Meurthe-et-Moselle,Lorraine,2 016,"0,375","0,536"
Perpignan,66136,Pyrénées-Orientales,Languedoc-Roussillon,2 022,"0,373","0,011"
Perpignan,66136,Pyrénées-Orientales,Languedoc-Roussillon,2 023,"0,373","0,010"
Agen,47001,Lot-et-Garonne,Aquitaine,2 019,"0,372","0,541"
Tremblay-en-france,93073,Seine-Saint-Denis,Île-de-France,2 014,"0,372","0,515"
Ivry,94041,Val-de-Marne,Île-de-France,2 019,"0,372","0,513"
Tremblay-en-france,93073,Seine-Saint-Denis,Île-de-France,2 013,"0,372","0,512"
Saran,45302,Loiret,Centre,2 017,"0,372","0,510"
Ivry,94041,Val-de-Marne,Île-de-France,2 020,"0,372","0,503"
Ivry,94041,Val-de-Marne,Île-de-France,2 023,"0,372","0,007"
Caen,14118,Calvados,Basse-Normandie,2 016,"0,371","0,529"
Guingamp,22070,Côtes d'Armor,Bretagne,2 013,"0,370","0,552"
Reims,51454,Marne,Champagne-Ardenne,2 018,"0,369","0,543"
Reims,51454,Marne,Champagne-Ardenne,2 012,"0,366","0,501"
Metz,57463,Moselle,Lorraine,2 019,"0,365","0,537"
Clermont-Ferrand,63113,Puy-de-Dôme,Auvergne,2 016,"0,365","0,522"
Dijon,21231,Côte-d'Or,Bourgogne,2 016,"0,364","0,518"
Dunkerque,59183,Nord,Nord-Pas-de-Calais,2 021,"0,361","0,578"
Dijon,21231,Côte-d'Or,Bourgogne,2 021,"0,361","0,534"
Dunkerque,59183,Nord,Nord-Pas-de-Calais,2 020,"0,360","0,587"
Roanne,42187,Loire,Rhône-Alpes,2 014,"0,359","0,536"
Boulazac,24053,Dordogne,Aquitaine,2 013,"0,359","0,504"
Boulazac,24053,Dordogne,Aquitaine,2 020,"0,359","0,495"
Limoges,87085,Haute-Vienne,Limousin,2 014,"0,359","0,530"
Dijon,21231,Côte-d'Or,Bourgogne,2 014,"0,358","0,509"
Dijon,21231,Côte-d'Or,Bourgogne,2 015,"0,357","0,515"
Clermont-Ferrand,63113,Puy-de-Dôme,Auvergne,2 020,"0,357","0,529"
Troyes,10387,Aube,Champagne-Ardenne,2 012,"0,357","0,522"
Bastia,2B033,Haute-Corse,Corse,2 023,"0,356","0,003"
Lens,62498,Pas-de-Calais,Nord-Pas-de-Calais,2 019,"0,355","0,612"
Epinal,88160,Vosges,Lorraine,2 013,"0,355","0,545"
Cergy-Pontoise,95127,Val d'Oise,Île-de-France,2 020,"0,355","0,527"
Gap,05061,Hautes-Alpes,Provence-Alpes-Côte d'Azur,2 014,"0,355","0,488"
Briançon,05023,Hautes-Alpes,Provence-Alpes-Côte d'Azur,2 021,"0,355","0,423"
Chamonix,74056,Haute-Savoie,Rhône-Alpes,2 017,"0,355","0,422"
Briançon,05023,Hautes-Alpes,Provence-Alpes-Côte d'Azur,2 023,"0,355","0,001"
Briançon,05023,Hautes-Alpes,Provence-Alpes-Côte d'Azur,2 022,"0,355","0,001"
Dunkerque,59183,Nord,Nord-Pas-de-Calais,2 022,"0,354","0,005"
Strasbourg,67482,Bas-Rhin,Alsace,2 013,"0,354","0,530"
Limoges,87085,Haute-Vienne,Limousin,2 017,"0,354","0,534"
Perpignan,66136,Pyrénées-Orientales,Languedoc-Roussillon,2 021,"0,353","0,557"
Cholet,49099,Maine-et-Loire,Pays de la Loire,2 014,"0,352","0,532"
Cholet,49099,Maine-et-Loire,Pays de la Loire,2 021,"0,352","0,523"
Strasbourg,67482,Bas-Rhin,Alsace,2 018,"0,352","0,533"
Perpignan,66136,Pyrénées-Orientales,Languedoc-Roussillon,2 019,"0,352","0,558"
Tremblay-en-france,93073,Seine-Saint-Denis,Île-de-France,2 020,"0,351","0,534"
Agen,47001,Lot-et-Garonne,Aquitaine,2 020,"0,351","0,533"
Agen,47001,Lot-et-Garonne,Aquitaine,2 016,"0,351","0,529"
Sélestat,67462,Bas-Rhin,Alsace,2 015,"0,351","0,527"
Agen,47001,Lot-et-Garonne,Aquitaine,2 013,"0,351","0,519"
Saran,45302,Loiret,Centre,2 018,"0,351","0,511"
Ivry,94041,Val-de-Marne,Île-de-France,2 014,"0,351","0,504"
Bayonne,64102,Pyrénées-Atlantiques,Aquitaine,2 021,"0,351","0,499"
Auxerre,89024,Yonne,Bourgogne,2 022,"0,346","0,002"
Bordeaux,33063,Gironde,Aquitaine,2 019,"0,345","0,583"
Cholet,49099,Maine-et-Loire,Pays de la Loire,2 016,"0,345","0,542"
Metz,57463,Moselle,Lorraine,2 016,"0,344","0,534"
Antibes,06004,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,2 018,"0,342","0,555"
Portel,62667,Pas-de-Calais,Nord-Pas-de-Calais,2 019,"0,342","0,553"
Roanne,42187,Loire,Rhône-Alpes,2 020,"0,342","0,528"
Antibes,06004,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,2 014,"0,342","0,522"
Roanne,42187,Loire,Rhône-Alpes,2 021,"0,342","0,516"
Poitiers,86194,Vienne,Poitou-Charentes,2 013,"0,342","0,498"
Blois,41018,Loir-et-Cher,Centre,2 023,"0,342","0,003"
Fos-sur-mer,13039,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,2 022,"0,342","0,001"
Bordeaux,33063,Gironde,Aquitaine,2 021,"0,340","0,590"
Lens,62498,Pas-de-Calais,Nord-Pas-de-Calais,2 016,"0,340","0,607"
Pau,64445,Pyrénées-Atlantiques,Aquitaine,2 022,"0,339","0,006"
Aix-en-Provence,13001,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,2 019,"0,339","0,550"
Strasbourg,67482,Bas-Rhin,Alsace,2 017,"0,338","0,539"
Angers,49007,Maine-et-Loire,Pays de la Loire,2 020,"0,338","0,556"
Angers,49007,Maine-et-Loire,Pays de la Loire,2 017,"0,337","0,562"
Dijon,21231,Côte-d'Or,Bourgogne,2 013,"0,337","0,497"
Aix-en-Provence,13001,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,2 021,"0,336","0,555"
Ajaccio,2A004,Corse-du-Sud,Corse,2 022,"0,335","0,005"
Strasbourg,67482,Bas-Rhin,Alsace,2 019,"0,335","0,543"
Cholet,49099,Maine-et-Loire,Pays de la Loire,2 019,"0,334","0,536"
Anglet,64024,Pyrénées-Atlantiques,Aquitaine,2 018,"0,333","0,539"
Neuilly-sur-Marne,93050,Seine-Saint-Denis,Île-de-France,2 020,"0,333","0,474"
Briançon,05023,Hautes-Alpes,Provence-Alpes-Côte d'Azur,2 017,"0,333","0,414"
Villard-de-Lans,38548,Isère,Rhône-Alpes,2 012,"0,333","0,410"
Morzine,74191,Haute-Savoie,Rhône-Alpes,2 016,"0,333","0,398"
Bayonne,64102,Pyrénées-Atlantiques,Aquitaine,2 016,"0,332","0,495"
Perpignan,66136,Pyrénées-Orientales,Languedoc-Roussillon,2 018,"0,331","0,557"
Tremblay-en-france,93073,Seine-Saint-Denis,Île-de-France,2 016,"0,331","0,526"
Agen,47001,Lot-et-Garonne,Aquitaine,2 021,"0,331","0,517"
Pontault-combault,77373,Seine-et-Marne,Île-de-France,2 019,"0,331","0,507"
Sélestat,67462,Bas-Rhin,Alsace,2 017,"0,331","0,506"
Bayonne,64102,Pyrénées-Atlantiques,Aquitaine,2 017,"0,331","0,489"
Mont-de-Marsan,40192,Landes,Aquitaine,2 013,"0,331","0,487"
Biarritz,64122,Pyrénées-Atlantiques,Aquitaine,2 022,"0,331","0,003"
Clermont-Ferrand,63113,Puy-de-Dôme,Auvergne,2 018,"0,330","0,531"
Bordeaux,33063,Gironde,Aquitaine,2 022,"0,329","0,040"
Troyes,10387,Aube,Champagne-Ardenne,2 021,"0,329","0,568"
Cholet,49099,Maine-et-Loire,Pays de la Loire,2 015,"0,328","0,541"
Angers,49007,Maine-et-Loire,Pays de la Loire,2 019,"0,326","0,565"
Caen,14118,Calvados,Basse-Normandie,2 015,"0,326","0,531"
Chalon-sur-saône,71076,Saône-et-Loire,Bourgogne,2 021,"0,325","0,535"
Fos-sur-mer,13039,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,2 019,"0,325","0,530"
Boulazac,24053,Dordogne,Aquitaine,2 018,"0,325","0,493"
Caen,14118,Calvados,Basse-Normandie,2 018,"0,324","0,534"
Cholet,49099,Maine-et-Loire,Pays de la Loire,2 018,"0,324","0,532"
Brest,29019,Finistère,Bretagne,2 017,"0,322","0,528"
Aix-en-Provence,13001,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,2 020,"0,321","0,546"
Bordeaux,33063,Gironde,Aquitaine,2 023,"0,320","0,040"
Nîmes,30189,Gard,Languedoc-Roussillon,2 022,"0,320","0,012"
Troyes,10387,Aube,Champagne-Ardenne,2 019,"0,320","0,588"
Troyes,10387,Aube,Champagne-Ardenne,2 017,"0,320","0,584"
Niort,79191,Deux-Sèvres,Poitou-Charentes,2 014,"0,318","0,543"
Brest,29019,Finistère,Bretagne,2 018,"0,318","0,528"
Rouen,76540,Seine-Maritime,Haute-Normandie,2 015,"0,317","0,548"
Bastia,2B033,Haute-Corse,Corse,2 014,"0,313","0,463"
Sochaux,25547,Doubs,Franche-Comté,2 022,"0,313","0,000"
Angers,49007,Maine-et-Loire,Pays de la Loire,2 018,"0,313","0,559"
Strasbourg,67482,Bas-Rhin,Alsace,2 022,"0,313","0,026"
Ajaccio,2A004,Corse-du-Sud,Corse,2 020,"0,312","0,472"
Nîmes,30189,Gard,Languedoc-Roussillon,2 016,"0,312","0,541"
Nîmes,30189,Gard,Languedoc-Roussillon,2 015,"0,312","0,539"
Perpignan,66136,Pyrénées-Orientales,Languedoc-Roussillon,2 015,"0,311","0,565"
La Rochelle,17300,Charente-Maritime,Poitou-Charentes,2 014,"0,311","0,555"
Cergy-Pontoise,95127,Val d'Oise,Île-de-France,2 019,"0,311","0,525"
Neuilly-sur-Marne,93050,Seine-Saint-Denis,Île-de-France,2 012,"0,311","0,486"
Perpignan,66136,Pyrénées-Orientales,Languedoc-Roussillon,2 020,"0,311","0,555"
Nîmes,30189,Gard,Languedoc-Roussillon,2 013,"0,310","0,539"
Rouen,76540,Seine-Maritime,Haute-Normandie,2 019,"0,310","0,555"
Tremblay-en-france,93073,Seine-Saint-Denis,Île-de-France,2 017,"0,310","0,536"
Colomiers,31149,Haute-Garonne,Midi-Pyrénées,2 020,"0,310","0,526"
Sélestat,67462,Bas-Rhin,Alsace,2 016,"0,310","0,517"
Ivry,94041,Val-de-Marne,Île-de-France,2 015,"0,310","0,512"
Saran,45302,Loiret,Centre,2 021,"0,310","0,511"
Ivry,94041,Val-de-Marne,Île-de-France,2 021,"0,310","0,508"
Ivry,94041,Val-de-Marne,Île-de-France,2 022,"0,310","0,007"
Mont-de-Marsan,40192,Landes,Aquitaine,2 022,"0,310","0,002"
Saran,45302,Loiret,Centre,2 022,"0,310","0,001"
Saran,45302,Loiret,Centre,2 023,"0,310","0,001"
Portel,62667,Pas-de-Calais,Nord-Pas-de-Calais,2 020,"0,308","0,562"
Antibes,06004,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,2 019,"0,308","0,559"
Boulazac,24053,Dordogne,Aquitaine,2 021,"0,308","0,501"
Fos-sur-mer,13039,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,2 023,"0,308","0,001"
Le Havre,76351,Seine-Maritime,Haute-Normandie,2 013,"0,308","0,558"
Brest,29019,Finistère,Bretagne,2 015,"0,307","0,524"
Le Havre,76351,Seine-Maritime,Haute-Normandie,2 015,"0,306","0,575"
Sedan,08409,Ardennes,Champagne-Ardenne,2 012,"0,306","0,587"
Clermont-Ferrand,63113,Puy-de-Dôme,Auvergne,2 019,"0,306","0,537"
Angers,49007,Maine-et-Loire,Pays de la Loire,2 022,"0,303","0,012"
Angers,49007,Maine-et-Loire,Pays de la Loire,2 021,"0,302","0,556"
Clermont-Ferrand,63113,Puy-de-Dôme,Auvergne,2 013,"0,301","0,503"
Guingamp,22070,Côtes d'Armor,Bretagne,2 023,"0,301","0,000"
Le Havre,76351,Seine-Maritime,Haute-Normandie,2 023,"0,301","0,009"
Le Havre,76351,Seine-Maritime,Haute-Normandie,2 016,"0,301","0,578"
Troyes,10387,Aube,Champagne-Ardenne,2 020,"0,301","0,576"
Aix-en-Provence,13001,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,2 018,"0,298","0,545"
Nantes,44109,Loire-Atlantique,Pays de la Loire,2 013,"0,298","0,546"
Aix-en-Provence,13001,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,2 023,"0,297","0,016"
Ajaccio,2A004,Corse-du-Sud,Corse,2 016,"0,296","0,461"
Lorient,56121,Morbihan,Bretagne,2 019,"0,296","0,551"
Clermont-Ferrand,63113,Puy-de-Dôme,Auvergne,2 015,"0,296","0,521"
Pau,64445,Pyrénées-Atlantiques,Aquitaine,2 023,"0,294","0,006"
Caen,14118,Calvados,Basse-Normandie,2 017,"0,294","0,530"
Clermont-Ferrand,63113,Puy-de-Dôme,Auvergne,2 017,"0,293","0,530"
Guingamp,22070,Côtes d'Armor,Bretagne,2 022,"0,292","0,000"
Reims,51454,Marne,Champagne-Ardenne,2 017,"0,292","0,541"
Mulhouse,68224,Haut-Rhin,Alsace,2 013,"0,292","0,593"
Brest,29019,Finistère,Bretagne,2 014,"0,291","0,522"
La Rochelle,17300,Charente-Maritime,Poitou-Charentes,2 013,"0,291","0,545"
Lorient,56121,Morbihan,Bretagne,2 018,"0,291","0,547"
Guingamp,22070,Côtes d'Armor,Bretagne,2 012,"0,291","0,458"
Roanne,42187,Loire,Rhône-Alpes,2 019,"0,291","0,542"
Blois,41018,Loir-et-Cher,Centre,2 020,"0,291","0,540"
Fos-sur-mer,13039,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,2 021,"0,291","0,536"
Blois,41018,Loir-et-Cher,Centre,2 018,"0,291","0,531"
Saint-quentin,02691,Aisne,Picardie,2 023,"0,291","0,003"
Saint-Ouen,93070,Seine-Saint-Denis,Île-de-France,2 016,"0,291","0,523"
Biarritz,64122,Pyrénées-Atlantiques,Aquitaine,2 017,"0,291","0,560"
Vannes,56260,Morbihan,Bretagne,2 021,"0,289","0,544"
Tremblay-en-france,93073,Seine-Saint-Denis,Île-de-France,2 021,"0,289","0,530"
Agen,47001,Lot-et-Garonne,Aquitaine,2 017,"0,289","0,528"
Pontault-combault,77373,Seine-et-Marne,Île-de-France,2 021,"0,289","0,521"
Agen,47001,Lot-et-Garonne,Aquitaine,2 014,"0,289","0,520"
Montauban,82121,Tarn-et-Garonne,Midi-Pyrénées,2 018,"0,289","0,514"
Mont-de-Marsan,40192,Landes,Aquitaine,2 015,"0,289","0,501"
Saran,45302,Loiret,Centre,2 016,"0,289","0,499"
Pontault-combault,77373,Seine-et-Marne,Île-de-France,2 017,"0,289","0,492"
Bayonne,64102,Pyrénées-Atlantiques,Aquitaine,2 022,"0,289","0,005"
Cherbourg,50129,Manche,Basse-Normandie,2 022,"0,289","0,003"
Sélestat,67462,Bas-Rhin,Alsace,2 023,"0,289","0,001"
Anglet,64024,Pyrénées-Atlantiques,Aquitaine,2 017,"0,288","0,538"
Neuilly-sur-Marne,93050,Seine-Saint-Denis,Île-de-France,2 019,"0,288","0,463"
Briançon,05023,Hautes-Alpes,Provence-Alpes-Côte d'Azur,2 018,"0,288","0,418"
Strasbourg,67482,Bas-Rhin,Alsace,2 020,"0,288","0,540"
Strasbourg,67482,Bas-Rhin,Alsace,2 023,"0,286","0,022"
Nîmes,30189,Gard,Languedoc-Roussillon,2 014,"0,286","0,540"
Rouen,76540,Seine-Maritime,Haute-Normandie,2 016,"0,285","0,546"
Angers,49007,Maine-et-Loire,Pays de la Loire,2 023,"0,283","0,011"
Strasbourg,67482,Bas-Rhin,Alsace,2 012,"0,281","0,517"
Orléans,45234,Loiret,Centre,2 019,"0,281","0,542"
Caen,14118,Calvados,Basse-Normandie,2 012,"0,280","0,504"
Saint-Etienne,42218,Loire,Rhône-Alpes,2 023,"0,278","0,013"
Ajaccio,2A004,Corse-du-Sud,Corse,2 013,"0,277","0,460"
Sochaux,25547,Doubs,Franche-Comté,2 023,"0,277","0,000"
Caen,14118,Calvados,Basse-Normandie,2 019,"0,276","0,539"
Laval,53130,Mayenne,Pays de la Loire,2 015,"0,274","0,500"
Evreux,27229,Eure,Haute-Normandie,2 013,"0,274","0,549"
Roanne,42187,Loire,Rhône-Alpes,2 018,"0,274","0,538"
Quimper,29232,Finistère,Bretagne,2 020,"0,274","0,525"
Fos-sur-mer,13039,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,2 017,"0,274","0,519"
Fos-sur-mer,13039,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,2 016,"0,274","0,511"
Boulazac,24053,Dordogne,Aquitaine,2 012,"0,274","0,440"
Chalon-sur-saône,71076,Saône-et-Loire,Bourgogne,2 023,"0,274","0,003"
Saint-chamond,42207,Loire,Rhône-Alpes,2 022,"0,274","0,002"
Guingamp,22070,Côtes d'Armor,Bretagne,2 020,"0,272","0,530"
Biarritz,64122,Pyrénées-Atlantiques,Aquitaine,2 015,"0,272","0,568"
Pau,64445,Pyrénées-Atlantiques,Aquitaine,2 021,"0,270","0,549"
Clermont-Ferrand,63113,Puy-de-Dôme,Auvergne,2 014,"0,270","0,513"
Tours,37261,Indre-et-Loire,Centre,2 012,"0,269","0,502"
Biarritz,64122,Pyrénées-Atlantiques,Aquitaine,2 021,"0,269","0,564"
Montauban,82121,Tarn-et-Garonne,Midi-Pyrénées,2 017,"0,269","0,518"
Cherbourg,50129,Manche,Basse-Normandie,2 021,"0,269","0,509"
Aurillac,15014,Cantal,Auvergne,2 016,"0,269","0,495"
Bayonne,64102,Pyrénées-Atlantiques,Aquitaine,2 019,"0,269","0,489"
Mont-de-Marsan,40192,Landes,Aquitaine,2 012,"0,269","0,468"
Tremblay-en-france,93073,Seine-Saint-Denis,Île-de-France,2 023,"0,269","0,003"
Pontault-combault,77373,Seine-et-Marne,Île-de-France,2 022,"0,269","0,003"
Mont-de-Marsan,40192,Landes,Aquitaine,2 023,"0,269","0,002"
Mulhouse,68224,Haut-Rhin,Alsace,2 012,"0,268","0,582"
Anglet,64024,Pyrénées-Atlantiques,Aquitaine,2 015,"0,266","0,531"
Neuilly-sur-Marne,93050,Seine-Saint-Denis,Île-de-France,2 021,"0,266","0,484"
Epinal,88160,Vosges,Lorraine,2 023,"0,266","0,002"
Saint-Gervais-les-Bains,74236,Haute-Savoie,Rhône-Alpes,2 022,"0,266","0,001"
Le Mans,72181,Sarthe,Pays de la Loire,2 012,"0,266","0,524"
Mulhouse,68224,Haut-Rhin,Alsace,2 016,"0,266","0,608"
Dijon,21231,Côte-d'Or,Bourgogne,2 022,"0,266","0,011"
Grenoble,38185,Isère,Rhône-Alpes,2 019,"0,265","0,533"
Auxerre,89024,Yonne,Bourgogne,2 021,"0,263","0,517"
Aix-en-Provence,13001,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,2 017,"0,263","0,542"
Grenoble,38185,Isère,Rhône-Alpes,2 021,"0,262","0,532"
Mulhouse,68224,Haut-Rhin,Alsace,2 015,"0,261","0,614"
Aix-en-Provence,13001,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,2 013,"0,259","0,526"
Ajaccio,2A004,Corse-du-Sud,Corse,2 018,"0,258","0,464"
Saint-quentin,02691,Aisne,Picardie,2 021,"0,257","0,580"
Evreux,27229,Eure,Haute-Normandie,2 016,"0,257","0,552"
Boulazac,24053,Dordogne,Aquitaine,2 015,"0,257","0,484"
Saint-quentin,02691,Aisne,Picardie,2 022,"0,257","0,002"
Valenciennes,59606,Nord,Nord-Pas-de-Calais,2 020,"0,257","0,564"
Le Mans,72181,Sarthe,Pays de la Loire,2 013,"0,254","0,540"
Tours,37261,Indre-et-Loire,Centre,2 014,"0,252","0,532"
Amiens,80021,Somme,Picardie,2 023,"0,251","0,009"
Aix-en-Provence,13001,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,2 014,"0,251","0,535"
La Rochelle,17300,Charente-Maritime,Poitou-Charentes,2 012,"0,249","0,528"
Dax,40088,Landes,Aquitaine,2 012,"0,248","0,574"
Vannes,56260,Morbihan,Bretagne,2 019,"0,248","0,551"
Agen,47001,Lot-et-Garonne,Aquitaine,2 015,"0,248","0,529"
Mont-de-Marsan,40192,Landes,Aquitaine,2 018,"0,248","0,520"
Mont-de-Marsan,40192,Landes,Aquitaine,2 016,"0,248","0,509"
Pontault-combault,77373,Seine-et-Marne,Île-de-France,2 018,"0,248","0,500"
Aurillac,15014,Cantal,Auvergne,2 013,"0,248","0,462"
Pontault-combault,77373,Seine-et-Marne,Île-de-France,2 023,"0,248","0,005"
Nevers,58194,Nièvre,Bourgogne,2 022,"0,248","0,002"
